UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
167394,4,192,52,140
167455,4,53,1,52
167525,4,600,240,360
167534,4,1843,947,896
167598,4,266,54,212
167631,4,524,196,328
167729,4,1087,398,689
167738,4,648,109,539
167783,4,338,0,338
167792,4,144,57,87
167835,4,643,0,643
167871,4,56,11,45
167899,4,510,261,249
167905,4,1401,672,729
167987,4,1519,829,690
167996,4,610,248,362
168005,4,1165,476,689
168032,4,16,2,14
168148,4,1307,650,657
168218,4,590,0,590
168227,4,900,728,172
168254,4,691,423,268
168263,4,1287,607,680
168281,4,458,158,300
168290,4,215,31,184
168342,4,544,273,271
168421,4,1103,737,366
168430,4,780,318,462
168528,4,467,253,214
168546,4,346,164,182
168555,4,9,0,9
168573,4,128,125,3
168591,4,378,174,204
168607,4,414,221,193
168740,4,321,129,192
168786,4,391,139,252
168838,4,622,324,298
168847,4,847,366,481
168883,4,374,173,201
168892,4,19,0,19
169071,4,32,1,31
169080,4,1006,460,546
169187,4,28,1,27
169248,4,3012,1332,1680
169275,4,741,393,348
169284,4,106,12,94
169327,4,48,26,22
169363,4,188,107,81
169442,4,241,118,123
169479,4,589,298,291
169503,4,20,0,20
169521,4,1497,772,725
169576,4,18,2,16
169655,4,245,231,14
169716,4,493,197,296
169734,4,76,6,70
169761,4,69,3,66
169798,4,2885,1173,1712
169910,4,2035,987,1048
169947,4,17,16,1
169974,4,173,93,80
169983,4,376,308,68
169992,4,293,131,162
170000,4,141,62,79
170037,4,373,159,214
170046,4,78,16,62
170055,4,3529,1918,1611
170082,4,4078,1615,2463
170091,4,51,30,21
170240,4,2633,1254,1379
170301,4,822,311,511
170417,4,56,42,14
170444,4,1219,577,642
170514,4,15,1,14
170532,4,453,215,238
170541,4,1835,940,895
170550,4,573,261,312
170587,4,271,113,158
170611,4,98,2,96
170620,4,735,322,413
170639,4,409,202,207
170657,4,3386,1686,1700
170675,4,365,255,110
170736,4,50,2,48
170790,4,1475,806,669
170806,4,205,77,128
170842,4,182,48,134
170967,4,162,80,82
170976,4,6200,3016,3184
171012,4,30,29,1
171100,4,8061,3918,4143
171128,4,1253,944,309
171137,4,954,524,430
171146,4,724,341,383
171155,4,756,381,375
171225,4,579,267,312
171234,4,189,83,106
171261,4,38,9,29
171298,4,757,259,498
171304,4,865,472,393
171313,4,79,8,71
171322,4,91,32,59
171395,4,749,283,466
171456,4,1665,757,908
171465,4,10,0,10
171483,4,898,430,468
171492,4,299,182,117
171535,4,2412,1095,1317
171571,4,2569,1124,1445
171599,4,279,180,99
171775,4,17,0,17
171881,4,38,16,22
171988,4,48,5,43
171997,4,72,4,68
172015,4,83,10,73
172033,4,1,1,0
172051,4,1593,648,945
172200,4,1878,953,925
172264,4,301,162,139
172291,4,757,354,403
172307,4,765,355,410
172325,4,180,123,57
172334,4,369,125,244
172422,4,129,89,40
172440,4,107,59,48
172495,4,31,0,31
172617,4,1721,905,816
172635,4,3613,1424,2189
172644,4,2167,971,1196
172671,4,242,117,125
172699,4,3190,1549,1641
172802,4,14,0,14
172866,4,9,8,1
172918,4,555,376,179
172927,4,13,13,0
172954,4,308,193,115
172963,4,1292,617,675
173045,4,466,223,243
173063,4,488,288,200
173115,4,123,65,58
173124,4,828,407,421
173142,4,147,67,80
173160,4,612,228,384
173203,4,680,404,276
173258,4,527,259,268
173300,4,684,277,407
173328,4,294,160,134
173416,4,440,312,128
173452,4,164,79,85
173461,4,706,386,320
173470,4,10,0,10
173489,4,12,1,11
173559,4,1013,546,467
173629,4,70,28,42
173638,4,358,190,168
173647,4,610,296,314
173665,4,536,218,318
173708,4,715,490,225
173726,4,8,0,8
173735,4,257,155,102
173744,4,213,9,204
173799,4,787,390,397
173805,4,257,155,102
173887,4,205,96,109
173902,4,555,227,328
173911,4,513,268,245
173920,4,2452,1098,1354
173939,4,53,1,52
173984,4,100,15,85
173993,4,227,152,75
174020,4,100,53,47
174066,4,5544,2629,2915
174075,4,213,108,105
174118,4,126,38,88
174127,4,116,34,82
174136,4,1269,642,627
174154,4,9,1,8
174190,4,34,0,34
174206,4,13,10,3
174233,4,2054,1079,975
174251,4,469,188,281
174279,4,44,22,22
174321,4,44,1,43
174358,4,987,360,627
174376,4,915,455,460
174385,4,29,18,11
174394,4,20,8,12
174428,4,1373,694,679
174437,4,246,103,143
174473,4,532,299,233
174491,4,468,182,286
174507,4,10,5,5
174525,4,29,15,14
174534,4,43,0,43
174570,4,118,53,65
174604,4,66,29,37
174738,4,1051,496,555
174747,4,543,0,543
174756,4,976,544,432
174765,4,23,0,23
174783,4,1701,779,922
174792,4,500,500,0
174817,4,319,138,181
174844,4,752,319,433
174862,4,210,118,92
174899,4,432,137,295
174914,4,1368,717,651
174978,4,37,1,36
175005,4,444,8,436
175014,4,207,54,153
175041,4,1246,666,580
175078,4,449,195,254
175120,4,101,71,30
175157,4,163,120,43
175227,4,204,191,13
175236,4,739,439,300
175263,4,298,165,133
175272,4,1641,583,1058
175315,4,1410,765,645
175342,4,574,228,346
175421,4,280,125,155
175430,4,85,39,46
175494,4,26,1,25
175519,4,468,228,240
175528,4,48,3,45
175573,4,692,322,370
175591,4,7,0,7
175607,4,3,0,3
175616,4,383,151,232
175643,4,754,376,378
175652,4,1083,513,570
175698,4,4,3,1
175722,4,7,0,7
175786,4,2942,1314,1628
175810,4,1441,683,758
175829,4,1577,707,870
175856,4,1103,470,633
175883,4,1584,732,852
175935,4,613,256,357
175980,4,171,96,75
176008,4,738,317,421
176017,4,3582,1575,2007
176035,4,183,30,153
176044,4,493,230,263
176053,4,598,289,309
176062,4,16,0,16
176071,4,2919,1257,1662
176080,4,3156,1474,1682
176169,4,1087,510,577
176178,4,1927,873,1054
176239,4,2539,951,1588
176318,4,267,93,174
176336,4,8,6,2
176354,4,663,312,351
176372,4,1746,583,1163
176390,4,37,4,33
176406,4,153,49,104
176479,4,182,89,93
176549,4,115,20,95
176628,4,182,57,125
176637,4,103,70,33
176664,4,56,27,29
176716,4,19,2,17
176770,4,15,1,14
176789,4,44,17,27
176798,4,49,30,19
176910,4,64,29,35
176947,4,291,147,144
176965,4,1769,801,968
176983,4,46,44,2
176992,4,8,2,6
177056,4,21,10,11
177065,4,990,402,588
177083,4,19,19,0
177117,4,124,0,124
177135,4,1286,541,745
177144,4,220,100,120
177214,4,519,222,297
177250,4,773,344,429
177287,4,47,1,46
177302,4,338,110,228
177339,4,460,198,262
177418,4,160,68,92
177436,4,41,7,34
177472,4,3186,1484,1702
177542,4,196,91,105
177551,4,195,81,114
177579,4,92,30,62
177588,4,5,1,4
177603,4,9,2,7
177676,4,1134,556,578
177685,4,9,0,9
177746,4,141,38,103
177816,4,8,8,0
177870,4,12,10,2
177931,4,13,6,7
177940,4,417,195,222
177968,4,1324,649,675
177977,4,492,432,60
177995,4,4183,2073,2110
178004,4,1,0,1
178059,4,409,145,264
178077,4,15,2,13
178110,4,23,4,19
178183,4,7,2,5
178208,4,55,40,15
178217,4,840,318,522
178226,4,21,11,10
178244,4,268,135,133
178262,4,37,0,37
178305,4,73,18,55
178314,4,7,5,2
178341,4,808,365,443
178350,4,2,2,0
178369,4,415,272,143
178387,4,970,440,530
178396,4,6194,2909,3285
178402,4,1078,450,628
178411,4,1262,972,290
178420,4,482,187,295
178448,4,1265,539,726
178466,4,30,19,11
178484,4,73,3,70
178527,4,24,1,23
178606,4,7,1,6
178615,4,1329,544,785
178624,4,1321,580,741
178679,4,177,91,86
178697,4,355,195,160
178721,4,162,65,97
178767,4,5,0,5
178828,4,57,16,41
178891,4,777,743,34
179043,4,438,174,264
179052,4,45,27,18
179070,4,29,3,26
179159,4,1638,721,917
179195,4,6,0,6
179229,4,10,0,10
179238,4,24,16,8
179256,4,21,12,9
179265,4,246,96,150
179308,4,4007,1918,2089
179326,4,482,212,270
179344,4,667,333,334
179511,4,4,2,2
179539,4,1257,491,766
179548,4,168,0,168
179557,4,1725,750,975
179566,4,2751,1088,1663
179645,4,949,422,527
179715,4,411,157,254
179867,4,1608,809,799
179894,4,502,256,246
179919,4,185,108,77
179946,4,266,137,129
179955,4,259,120,139
179964,4,159,25,134
179991,4,29,0,29
180054,4,100,45,55
180063,4,16,2,14
180081,4,177,99,78
180090,4,59,2,57
180106,4,315,133,182
180151,4,118,59,59
180160,4,38,19,19
180179,4,761,330,431
180197,4,368,171,197
180203,4,28,19,9
180212,4,48,28,20
180249,4,284,119,165
180258,4,152,61,91
180276,4,271,136,135
180328,4,77,39,38
180373,4,106,52,54
180391,4,14,1,13
180416,4,265,187,78
180461,4,2914,1657,1257
180489,4,1963,891,1072
180522,4,200,149,51
180595,4,238,129,109
180647,4,123,58,65
180692,4,254,125,129
180771,4,6,0,6
180814,4,124,62,62
180832,4,36,2,34
180878,4,37,5,32
180902,4,904,468,436
180948,4,463,229,234
180957,4,8,2,6
180984,4,282,153,129
181002,4,966,383,583
181020,4,287,150,137
181093,4,97,38,59
181127,4,345,180,165
181136,4,14,1,13
181190,4,46,0,46
181215,4,1022,431,591
181242,4,37,7,30
181297,4,44,4,40
181303,4,1943,942,1001
181312,4,485,215,270
181330,4,367,208,159
181376,4,56,34,22
181394,4,1889,896,993
181400,4,93,19,74
181419,4,55,16,39
181446,4,379,172,207
181464,4,4420,2259,2161
181491,4,827,445,382
181534,4,278,118,160
181543,4,4,3,1
181604,4,89,0,89
181640,4,1566,799,767
181738,4,178,76,102
181756,4,33,9,24
181765,4,70,32,38
181783,4,691,293,398
181817,4,419,182,237
181853,4,94,52,42
181880,4,38,2,36
181941,4,166,54,112
182005,4,5072,2554,2518
182111,4,299,175,124
182148,4,81,8,73
182209,4,127,8,119
182281,4,3773,1555,2218
182290,4,3086,1454,1632
182306,4,295,138,157
182397,4,80,3,77
182430,4,142,81,61
182458,4,91,59,32
182500,4,1504,711,793
182564,4,626,285,341
182634,4,399,120,279
182652,4,40,1,39
182661,4,164,131,33
182670,4,1109,545,564
182704,4,15,1,14
182722,4,14,4,10
182795,4,450,219,231
182865,4,126,46,80
182892,4,42,0,42
182908,4,8,2,6
182953,4,61,2,59
182980,4,383,182,201
182999,4,46,0,46
183026,4,1965,819,1146
183035,4,15,2,13
183044,4,2869,1308,1561
183062,4,1258,511,747
183071,4,94,47,47
183080,4,930,486,444
183099,4,1067,562,505
183105,4,128,60,68
183114,4,176,62,114
183123,4,328,196,132
183132,4,583,305,278
183141,4,541,293,248
183150,4,480,194,286
183202,4,6,0,6
183211,4,223,53,170
183239,4,508,203,305
183248,4,1,0,1
183257,4,98,19,79
183275,4,14,6,8
183488,4,87,8,79
183600,4,17,1,16
183655,4,1886,833,1053
183725,4,115,40,75
183743,4,3214,1960,1254
183789,4,860,270,590
183822,4,425,165,260
183859,4,3052,1688,1364
183877,4,2296,1113,1183
183910,4,373,98,275
183938,4,2635,1219,1416
183974,4,217,82,135
183983,4,65,59,6
184047,4,55,31,24
184056,4,170,51,119
184092,4,98,18,80
184144,4,37,3,34
184180,4,1831,1055,776
184205,4,1013,428,585
184278,4,69,66,3
184320,4,1029,313,716
184348,4,400,143,257
184357,4,10,4,6
184427,4,86,84,2
184481,4,2632,1182,1450
184506,4,53,3,50
184603,4,651,250,401
184612,4,153,63,90
184694,4,512,227,285
184746,4,147,145,2
184773,4,275,75,200
184782,4,1505,905,600
184791,4,1918,910,1008
184816,4,26,7,19
184870,4,315,40,275
184959,4,86,11,75
184968,4,5,2,3
184995,4,2582,1125,1457
185129,4,650,275,375
185174,4,51,43,8
185262,4,1525,650,875
185332,4,419,55,364
185396,4,289,283,6
185466,4,271,7,264
185509,4,2151,1174,977
185536,4,2573,1284,1289
185572,4,906,381,525
185590,4,3040,1142,1898
185651,4,2,0,2
185679,4,4,0,4
185721,4,234,100,134
185730,4,31,5,26
185767,4,44,6,38
185828,4,1029,809,220
185873,4,2216,1122,1094
185916,4,11,0,11
185970,4,48,4,44
186016,4,41,1,40
186034,4,1552,708,844
186052,4,510,434,76
186131,4,1284,655,629
186186,4,19,19,0
186201,4,901,437,464
186274,4,33,11,22
186283,4,760,310,450
186335,4,19,3,16
186371,4,496,254,242
186380,4,6403,3241,3162
186399,4,988,521,467
186432,4,610,274,336
186469,4,304,140,164
186584,4,1342,589,753
186593,4,31,3,28
186618,4,124,0,124
186645,4,1586,860,726
186867,4,622,438,184
186876,4,1069,427,642
186900,4,18,18,0
187000,4,57,56,1
187134,4,1404,546,858
187161,4,156,12,144
187198,4,2316,1071,1245
187444,4,1295,635,660
187505,4,350,20,330
187532,4,4033,2049,1984
187596,4,373,181,192
187602,4,15,2,13
187620,4,1373,663,710
187639,4,438,137,301
187648,4,661,316,345
187666,4,523,219,304
187745,4,41,19,22
187897,4,353,190,163
187903,4,468,245,223
187912,4,261,223,38
187958,4,415,183,232
187967,4,318,242,76
187976,4,76,39,37
187985,4,3517,1518,1999
187994,4,290,122,168
188003,4,215,72,143
188021,4,104,40,64
188030,4,1918,888,1030
188049,4,329,133,196
188058,4,168,72,96
188100,4,904,411,493
188137,4,703,302,401
188146,4,201,88,113
188182,4,50,23,27
188216,4,134,66,68
188225,4,128,61,67
188261,4,61,43,18
188289,4,26,6,20
188304,4,403,198,205
188340,4,302,270,32
188429,4,918,300,618
188438,4,1087,537,550
188465,4,223,148,75
188517,4,64,20,44
188526,4,243,88,155
188641,4,535,300,235
188650,4,303,22,281
188669,4,27,3,24
188678,4,99,37,62
188687,4,37,14,23
188696,4,139,18,121
188854,4,462,128,334
188890,4,1274,1254,20
188915,4,9,2,7
188942,4,26,0,26
188988,4,91,31,60
189088,4,489,229,260
189097,4,580,0,580
189219,4,113,113,0
189228,4,737,306,431
189264,4,9,9,0
189273,4,18,18,0
189282,4,5,2,3
189404,4,9,0,9
189413,4,220,53,167
189422,4,179,76,103
189459,4,217,92,125
189468,4,61,1,60
189477,4,107,4,103
189547,4,1538,743,795
189556,4,41,12,29
189565,4,44,14,30
189574,4,94,32,62
189583,4,89,30,59
189592,4,51,24,27
189653,4,4,1,3
189705,4,682,319,363
189714,4,42,3,39
189811,4,33,9,24
189839,4,686,294,392
189848,4,345,91,254
189857,4,92,92,0
189954,4,15,9,6
190008,4,14,5,9
190044,4,757,522,235
190053,4,342,156,186
190099,4,759,319,440
190114,4,115,30,85
190150,4,1509,737,772
190169,4,403,167,236
190239,4,61,2,59
190248,4,153,56,97
190293,4,5,0,5
190309,4,1,0,1
190318,4,48,1,47
190372,4,178,117,61
190415,4,3223,1581,1642
190442,4,1011,450,561
190451,4,18,2,16
190503,4,490,252,238
190512,4,1254,708,546
190521,4,5403,2420,2983
190530,4,1842,904,938
190549,4,1193,514,679
190558,4,2807,1271,1536
190567,4,1444,717,727
190585,4,1237,521,716
190594,4,1976,765,1211
190600,4,1861,892,969
190619,4,2647,1325,1322
190628,4,3008,1349,1659
190637,4,588,220,368
190646,4,1045,338,707
190655,4,3353,2093,1260
190664,4,1364,632,732
190673,4,3396,1708,1688
190691,4,994,370,624
190707,4,9,1,8
190716,4,251,65,186
190725,4,411,108,303
190752,4,12,12,0
190761,4,286,132,154
190770,4,247,129,118
190840,4,2114,1063,1051
190956,4,2,0,2
190974,4,41,7,34
190983,4,318,82,236
191083,4,2968,1663,1305
191126,4,1304,152,1152
191199,4,1449,707,742
191205,4,152,102,50
191241,4,1967,886,1081
191287,4,230,116,114
191302,4,679,350,329
191311,4,124,47,77
191339,4,1153,454,699
191515,4,491,242,249
191533,4,528,219,309
191597,4,7,2,5
191612,4,718,293,425
191621,4,188,82,106
191630,4,638,294,344
191649,4,1616,741,875
191676,4,223,81,142
191719,4,2294,1379,915
191728,4,374,56,318
191764,4,10,8,2
191834,4,264,241,23
191931,4,922,416,506
191959,4,37,30,7
191968,4,1789,748,1041
191986,4,1034,464,570
192004,4,68,23,45
192022,4,832,372,460
192040,4,33,15,18
192110,4,109,58,51
192156,4,65,6,59
192165,4,44,44,0
192192,4,241,64,177
192271,4,296,19,277
192323,4,622,257,365
192439,4,877,322,555
192448,4,659,271,388
192484,4,26,0,26
192509,4,85,27,58
192624,4,27,27,0
192688,4,208,17,191
192703,4,757,400,357
192712,4,81,32,49
192749,4,480,168,312
192785,4,53,10,43
192800,4,1,0,1
192819,4,1149,466,683
192828,4,32,7,25
192864,4,418,101,317
192925,4,443,146,297
192961,4,1,0,1
193016,4,834,244,590
193052,4,17,17,0
193061,4,4,4,0
193070,4,12,12,0
193122,4,141,22,119
193186,4,36,1,35
193201,4,202,32,170
193247,4,34,34,0
193265,4,68,66,2
193283,4,1577,834,743
193292,4,501,165,336
193308,4,1208,534,674
193326,4,3794,1891,1903
193353,4,449,130,319
193399,4,386,114,272
193478,4,4762,2614,2148
193584,4,423,112,311
193609,4,17,5,12
193645,4,492,64,428
193654,4,1038,295,743
193672,4,25,21,4
193760,4,239,92,147
193788,4,105,52,53
193858,4,171,9,162
193900,4,5207,2083,3124
193946,4,1504,705,799
193973,4,700,294,406
193991,4,30,3,27
194028,4,395,143,252
194091,4,838,551,287
194116,4,32,2,30
194161,4,265,118,147
194189,4,1,1,0
194222,4,2476,1312,1164
194240,4,1432,656,776
194259,4,9,1,8
194310,4,1804,675,1129
194392,4,240,157,83
194435,4,5,0,5
194499,4,228,45,183
194541,4,451,334,117
194569,4,39,17,22
194578,4,716,205,511
194611,4,240,77,163
194657,4,44,44,0
194666,4,36,36,0
194675,4,6,6,0
194693,4,14,14,0
194718,4,7,7,0
194763,4,107,107,0
194824,4,1411,975,436
194879,4,33,9,24
194958,4,206,71,135
194967,4,1,0,1
195003,4,2784,1891,893
195030,4,1472,738,734
195058,4,1575,832,743
195067,4,206,8,198
195128,4,297,49,248
195164,4,438,230,208
195173,4,568,247,321
195191,4,7,1,6
195216,4,629,284,345
195234,4,621,213,408
195243,4,337,156,181
195289,4,4,0,4
195304,4,427,117,310
195322,4,1074,547,527
195438,4,16,16,0
195474,4,766,348,418
195492,4,5,2,3
195526,4,660,261,399
195544,4,547,190,357
195623,4,12,9,3
195687,4,3,0,3
195720,4,521,210,311
195784,4,90,11,79
195793,4,1,0,1
195809,4,2794,1286,1508
195845,4,36,8,28
195933,4,238,99,139
195988,4,391,193,198
196006,4,1101,725,376
196015,4,780,394,386
196024,4,921,551,370
196033,4,775,376,399
196042,4,1119,645,474
196051,4,851,468,383
196060,4,2566,1375,1191
196079,4,2633,1401,1232
196088,4,3653,1996,1657
196097,4,2709,1592,1117
196103,4,288,148,140
196112,4,275,217,58
196121,4,1080,479,601
196130,4,1324,597,727
196149,4,1207,484,723
196158,4,1099,451,648
196167,4,1132,460,672
196176,4,1104,387,717
196185,4,1119,355,764
196194,4,1506,660,846
196200,4,821,334,487
196219,4,775,322,453
196237,4,415,169,246
196246,4,954,388,566
196264,4,373,195,178
196291,4,330,291,39
196389,4,204,76,128
196413,4,3487,1552,1935
196431,4,49,49,0
196440,4,7,7,0
196477,4,562,398,164
196565,4,886,441,445
196583,4,53,53,0
196592,4,764,164,600
196653,4,149,19,130
196699,4,653,312,341
196857,4,174,14,160
196866,4,559,291,268
197018,4,512,512,0
197027,4,218,178,40
197036,4,1176,991,185
197045,4,488,248,240
197081,4,49,14,35
197133,4,665,285,380
197142,4,124,32,92
197151,4,656,245,411
197197,4,430,163,267
197221,4,26,22,4
197230,4,161,55,106
197285,4,239,118,121
197294,4,2512,1337,1175
197337,4,11,1,10
197522,4,183,57,126
197531,4,393,174,219
197601,4,20,20,0
197610,4,64,64,0
197647,4,27,27,0
197674,4,69,69,0
197692,4,24,24,0
197708,4,862,467,395
197735,4,111,111,0
197744,4,12,12,0
197814,4,568,261,307
197832,4,423,223,200
197850,4,475,196,279
197869,4,2883,1295,1588
197887,4,1098,506,592
197911,4,217,75,142
197966,4,288,138,150
197984,4,286,152,134
197993,4,194,0,194
198011,4,220,84,136
198039,4,367,163,204
198066,4,242,158,84
198075,4,29,3,26
198084,4,250,104,146
198109,4,29,6,23
198118,4,496,246,250
198136,4,794,356,438
198154,4,1589,834,755
198190,4,18,12,6
198206,4,222,87,135
198215,4,335,170,165
198233,4,928,462,466
198242,4,11,2,9
198251,4,736,355,381
198260,4,3759,1779,1980
198303,4,474,238,236
198321,4,833,364,469
198330,4,878,454,424
198367,4,681,305,376
198376,4,884,394,490
198385,4,483,228,255
198419,4,1730,841,889
198455,4,804,396,408
198464,4,4495,1833,2662
198491,4,484,204,280
198507,4,323,155,168
198516,4,1475,585,890
198525,4,31,2,29
198534,4,1961,889,1072
198543,4,707,249,458
198552,4,1266,644,622
198561,4,434,187,247
198570,4,1008,441,567
198598,4,201,117,84
198613,4,406,232,174
198622,4,2507,1285,1222
198640,4,299,130,169
198668,4,416,207,209
198677,4,10,7,3
198695,4,1162,481,681
198710,4,264,133,131
198729,4,182,78,104
198747,4,9,7,2
198756,4,232,94,138
198774,4,738,320,418
198808,4,226,110,116
198817,4,540,276,264
198835,4,311,144,167
198844,4,41,0,41
198862,4,395,219,176
198871,4,345,237,108
198899,4,419,232,187
198905,4,95,34,61
198914,4,146,55,91
198923,4,142,68,74
198950,4,415,0,415
198969,4,558,373,185
198978,4,466,84,382
198987,4,582,245,337
198996,4,24,4,20
199005,4,22,1,21
199014,4,30,6,24
199023,4,120,55,65
199032,4,108,63,45
199069,4,236,94,142
199078,4,66,13,53
199087,4,517,221,296
199102,4,1777,790,987
199111,4,596,237,359
199120,4,3946,1601,2345
199139,4,3087,1580,1507
199148,4,2482,808,1674
199157,4,933,315,618
199184,4,212,102,110
199193,4,4307,2348,1959
199209,4,231,152,79
199218,4,1939,704,1235
199263,4,101,71,30
199272,4,317,125,192
199281,4,1050,450,600
199306,4,234,112,122
199315,4,33,17,16
199324,4,214,115,99
199333,4,1481,703,778
199412,4,316,100,216
199421,4,647,271,376
199449,4,474,218,256
199458,4,40,13,27
199467,4,145,54,91
199476,4,418,176,242
199485,4,443,212,231
199494,4,3520,1376,2144
199582,4,327,175,152
199607,4,181,1,180
199625,4,229,85,144
199634,4,677,302,375
199643,4,537,266,271
199689,4,28,1,27
199698,4,178,97,81
199713,4,25,3,22
199722,4,248,125,123
199731,4,239,118,121
199740,4,399,173,226
199759,4,78,49,29
199768,4,500,250,250
199786,4,587,258,329
199795,4,147,77,70
199838,4,757,299,458
199847,4,1230,586,644
199856,4,3723,1957,1766
199865,4,220,71,149
199892,4,655,296,359
199908,4,460,208,252
199926,4,433,226,207
199953,4,257,108,149
199962,4,642,275,367
199971,4,2,2,0
199980,4,17,16,1
199999,4,728,219,509
200004,4,1621,678,943
200013,4,60,22,38
200022,4,907,520,387
200059,4,165,89,76
200086,4,41,16,25
200110,4,39,0,39
200129,4,31,2,29
200156,4,262,126,136
200165,4,13,1,12
200192,4,206,101,105
200208,4,41,25,16
200217,4,423,153,270
200226,4,134,79,55
200253,4,397,154,243
200262,4,2,2,0
200280,4,1908,1057,851
200305,4,796,538,258
200314,4,231,117,114
200332,4,2553,1407,1146
200341,4,156,86,70
200387,4,7,0,7
200466,4,81,51,30
200484,4,53,33,20
200527,4,120,53,67
200554,4,114,58,56
200572,4,185,98,87
200590,4,25,20,5
200624,4,9,4,5
200633,4,80,15,65
200785,4,35,5,30
200800,4,3802,2013,1789
200828,4,30,4,26
200846,4,375,166,209
200873,4,15,4,11
201016,4,16,3,13
201034,4,438,222,216
201061,4,55,22,33
201098,4,70,22,48
201104,4,623,243,380
201131,4,137,53,84
201140,4,27,16,11
201159,4,161,142,19
201177,4,5,1,4
201195,4,765,367,398
201283,4,226,97,129
201371,4,250,151,99
201399,4,98,41,57
201432,4,408,169,239
